City,County,Region, Area (sq. mi.) ,Latitude,Longitude, pop2020 ,pop2023,Tier,Growth, Population Density ,Median Household Income,Income Generated (median),Median Age,Bachelors Degree,Graduate Degree,Poverty Rate,Unemployment Rate,Housing Units,Occupied Units,Vacancy Rates,Median Value of Owner-Occupied Units,Total Value of Residential Units
Stock Island,Monroe,South Florida,1,24.564,-81.7398,"4,722","4,962",4,1.60%,"5,928","$55,483 ","$108,247,333 ",36,12.00%,4.00%,18.10%,1.80%,"1,951","1,711",12%,"$362,800 ","$620,750,800 "
Stuart,Martin,Southeast Florida,7,27.1961,-80.2432,"17,425","17,974",4,1.00%,"2,661","$55,157 ","$531,823,794 ",51,19.00%,10.00%,9.40%,2.40%,"9,642","7,776",19%,"$224,600 ","$1,746,489,600 "
Sugarmill Woods,Citrus,Central Florida,27,28.7359,-82.4935,"11,204","12,080",4,2.50%,455,"$54,265 ","$293,519,385 ",65,13.00%,10.00%,5.60%,5.70%,"5,409","4,827",11%,"$216,100 ","$1,043,114,700 "
Sun City Center,Hillsborough,Suncoast,16,27.7144,-82.3558,"30,952","34,459",3,3.50%,"2,187","$58,221 ","$978,287,463 ",71,21.00%,15.00%,5.00%,6.30%,"16,803","14,586",13%,"$212,300 ","$3,096,607,800 "
Suncoast Estates,Lee,Suncoast,3,,,,"4,308",4,,"1,572","$32,876 ","$73,609,364 ",43,7.00%,1.00%,16.30%,16.70%,"2,239","1,794",20%,"$75,400 ","$135,267,600 "
Sunny Isles Beach,Miami-Dade,South Florida,1,25.9388,-80.1235,"22,342","22,795",4,0.70%,"22,547","$51,760 ","$1,170,862,960 ",50,27.00%,19.00%,9.10%,3.80%,"22,621","10,775",52%,"$363,400 ","$3,915,635,000 "
Sunrise,Broward,Southeast Florida,16,26.1716,-80.2616,"97,335","101,205",2,1.30%,"6,254","$61,830 ","$2,514,255,120 ",41,21.00%,9.00%,6.70%,6.70%,"40,664","36,360",11%,"$249,700 ","$9,079,092,000 "
Sunset,Miami-Dade,South Florida,3,25.7061,-80.3524,"15,912","15,768",4,-0.30%,"4,506","$101,118 ","$540,475,710 ",45,28.00%,14.00%,8.20%,2.30%,"5,345","5,093",5%,"$431,000 ","$2,195,083,000 "
Surfside,Miami-Dade,South Florida,1,25.8788,-80.125,"5,689","5,671",4,-0.10%,"10,181","$67,544 ","$258,693,520 ",42,29.00%,26.00%,11.90%,4.90%,"3,830","2,109",45%,"$628,800 ","$1,326,139,200 "
Sweetwater,Miami-Dade,South Florida,2,25.7777,-80.3792,"19,363","21,121",4,2.90%,"9,640","$46,224 ","$297,821,232 ",42,15.00%,3.00%,13.70%,5.10%,"6,443","6,255",3%,"$202,200 ","$1,264,761,000 "
Taft ,Orange,Central Florida,1,,,,"1,525",4,,"1,550","$34,859 ","$29,490,714 ",51,5%,4%,0.00%,0.90%,846,573,32%,"$137,500 ","$78,787,500 "
Tallahassee,Lee,Suncoast,100,30.4551,-84.2534,"196,169","200,606",2,0.70%,"1,997","$49,077 ","$4,503,599,982 ",28,27.00%,21.00%,12.30%,7.00%,"91,766","80,591",12%,"$223,400 ","$18,004,029,400 "
Tamarac,Broward,Southeast Florida,12,26.2038,-80.2561,"71,897","75,338",3,1.50%,"6,455","$54,114 ","$1,817,256,348 ",47,18.00%,9.00%,10.20%,5.60%,"33,582","30,289",10%,"$197,300 ","$5,976,019,700 "
Tamiami,Miami-Dade,South Florida,7,25.7563,-80.4026,"54,212","53,894",3,-0.20%,"7,647","$65,355 ","$1,197,695,730 ",46,22.00%,9.00%,12.20%,3.30%,"18,326","17,628",4%,"$346,400 ","$6,106,339,200 "
Tampa,Hillsborough,Suncoast,114,27.9679,-82.4746,"384,959","399,734",1,1.20%,"3,506","$59,893 ","$10,164,500,923 ",36,24.00%,17.00%,12.70%,5.50%,"169,711","153,163",10%,"$277,700 ","$42,533,365,100 "
Tangelo Park ,Orange,Central Florida,0,,,,"3,202",4,,"9,127","$51,733 ","$49,922,345 ",34,11%,3%,0.70%,14.40%,965,883,8%,"$164,200 ","$144,988,600 "
Tangerine ,Orange,Central Florida,5,,,,"3,659",4,,804,"$91,324 ","$116,438,100 ",42,16%,14%,6.20%,4.10%,"1,275","1,208",5%,"$320,900 ","$387,647,200 "
Tarpon Springs,Pinellas,Suncoast,9,28.1491,-82.7794,"25,117","25,606",3,0.60%,"2,806","$58,328 ","$747,356,664 ",53,20.00%,12.00%,5.80%,6.30%,"12,813","10,897",15%,"$244,600 ","$2,665,406,200 "
Tavares,Lake,Central Florida,12,28.7993,-81.6979,"19,003","20,518",4,2.50%,"1,687","$49,313 ","$483,513,965 ",54,18.00%,6.00%,8.10%,6.00%,"9,805","8,183",17%,"$172,500 ","$1,411,567,500 "
Tavernier ,Monroe,South Florida,3,,,,"2,286",4,,910,"$46,250 ","$89,355,000 ",45,18%,11%,6.50%,4.70%,"1,932",943,51%,"$539,800 ","$509,031,400 "
Taylor Creek,Okeechobee,Southeast Florida,3,27.2139,-80.7913,"4,470","4,506",4,0.30%,"1,493","$36,932 ","$97,241,956 ",54,8.00%,3.00%,11.00%,9.50%,"2,633","2,150",18%,"$89,700 ","$192,855,000 "
Temple Terrace,Hillsborough,Suncoast,7,28.0452,-82.3779,"26,690","27,335",3,0.80%,"3,749","$58,853 ","$647,500,706 ",34,28.00%,16.00%,9.70%,2.70%,"11,002","10,345",6%,"$242,900 ","$2,512,800,500 "
Tequesta,Palm Beach,Southeast Florida,2,26.9649,-80.1132,"6,158","6,317",4,0.80%,"3,448","$89,018 ","$316,280,954 ",55,31.00%,18.00%,4.00%,3.10%,"3,553","2,808",21%,"$445,200 ","$1,250,121,600 "
The Acreage,Palm Beach,Southeast Florida,34,26.7742,-80.2769,"41,654","42,539",3,0.70%,"1,240","$89,561 ","$1,157,575,925 ",41,17.00%,7.00%,3.00%,4.10%,"12,925","12,422",4%,"$356,600 ","$4,429,685,200 "
The Crossings,Miami-Dade,South Florida,3,25.6706,-80.4007,"23,276","23,432",4,0.20%,"6,784","$82,004 ","$677,845,064 ",43,23.00%,14.00%,9.60%,2.40%,"8,266","8,023",3%,"$325,600 ","$2,612,288,800 "
The Hammocks,Miami-Dade,South Florida,8,25.6704,-80.4489,"59,480","62,024",3,1.40%,"7,863","$73,597 ","$1,441,397,245 ",40,24.00%,11.00%,11.60%,3.90%,"19,585","18,911",3%,"$351,800 ","$6,652,889,800 "
The Meadows,Sarasota,Suncoast,2,27.3629,-82.4745,"5,037","5,349",4,2.00%,"2,479","$59,293 ","$238,950,790 ",73,30.00%,19.00%,8.70%,1.20%,"4,030","3,211",20%,"$269,800 ","$866,327,800 "
The Villages,Marion,Central Florida,31,28.8989,-81.9937,"79,077","87,369",3,3.30%,"2,790","$67,239 ","$3,536,099,010 ",73,25.00%,17.00%,1.70%,1.10%,"52,590","44,109",16%,"$293,200 ","$12,932,758,800 "
Thonotosassa,Hillsborough,Suncoast,26,28.0423,-82.2962,"15,238","15,904",4,1.40%,601,"$51,921 ","$281,723,346 ",42,13.00%,10.00%,13.30%,6.60%,"5,426","4,759",12%,"$212,900 ","$1,013,191,100 "
Three Lakes,Miami-Dade,South Florida,3,25.6426,-80.3996,"16,540","16,987",4,0.90%,"5,299","$74,863 ","$399,993,009 ",36,28.00%,10.00%,9.80%,4.30%,"5,343","5,004",6%,"$357,700 ","$1,789,930,800 "
Three Oaks,Lee,Suncoast,2,26.4731,-81.7969,"5,472","6,036",4,3.20%,"3,705","$91,793 ","$192,948,886 ",31,30.00%,16.00%,7.40%,2.20%,"2,102","1,780",15%,"$326,900 ","$581,882,000 "
Tice,Lee,Suncoast,1,26.6751,-81.8173,"4,853","4,967",4,0.80%,"4,515","$44,224 ","$75,490,368 ",36,9.00%,4.00%,21.70%,2.80%,"1,707","1,494",12%,"$119,600 ","$178,682,400 "
Tierra Verde ,Pinellas,Suncoast,1,,,,"3,847",4,,"3,108","$130,938 ","$318,048,402 ",55,26%,36%,12.10%,3.40%,"2,429","1,580",35%,"$550,700 ","$870,106,000 "
Tiger Point ,Santa Rosa,Florida Panhandle,1,,,,"3,470",4,,"2,470","$107,563 ","$141,015,093 ",45,34%,19%,4.90%,5.70%,"1,311","1,290",2%,"$324,700 ","$418,863,000 "
Timber Pines,Hernando,Central Florida,2,28.4692,-82.6024,"5,163","5,097",4,-0.40%,"2,312","$48,357 ","$178,969,257 ",76,19.00%,11.00%,11.50%,10.50%,"3,701","3,008",19%,"$185,700 ","$558,585,600 "
Titusville,Brevard,Northeast Florida,29,28.5734,-80.8194,"48,789","50,298",3,1.00%,"1,721","$50,383 ","$1,230,100,945 ",45,15.00%,7.00%,9.10%,6.80%,"24,415","19,979",18%,"$171,400 ","$3,424,400,600 "
Town 'n' Country,Hillsborough,Suncoast,22,28.0102,-82.5772,"85,951","88,204",3,0.90%,"3,992","$59,263 ","$2,140,342,508 ",38,21.00%,9.00%,10.50%,5.20%,"36,116","33,198",8%,"$222,400 ","$7,383,235,200 "
Treasure Island,Pinellas,Suncoast,2,27.7648,-82.7691,"6,584","6,548",4,-0.20%,"4,235","$79,491 ","$475,594,653 ",62,29.00%,16.00%,2.30%,5.70%,"5,983","3,718",38%,"$416,600 ","$1,548,918,800 "
Trenton ,Gilchrist,Northeast Florida,3,,,,"1,804",4,,532,"$39,118 ","$26,874,066 ",34,7%,4%,32.80%,2.70%,687,622,9%,"$97,000 ","$60,334,000 "
Trinity,Pasco,Suncoast,4,28.1839,-82.6606,"11,924","12,230",4,0.80%,"2,734","$94,275 ","$697,729,275 ",45,28.00%,18.00%,6.00%,4.60%,"7,401","6,953",6%,"$321,700 ","$2,236,780,100 "
Tropical Park ,Brevard,Northeast Florida,1,,,,"1,926",4,,"3,521","$27,489 ","$26,581,863 ",32,16%,4%,7.40%,2.40%,967,809,16%,"$147,800 ","$119,570,200 "
Umatilla ,Lake,Central Florida,4,,,,"3,646",4,,"1,016","$59,141 ","$126,680,022 ",63,12%,6%,23.60%,7.90%,"2,142","1,856",13%,"$147,800 ","$274,316,800 "
Union Park,Orange,Central Florida,3,28.5607,-81.2333,"10,452","10,659",4,0.70%,"3,479","$66,097 ","$240,593,080 ",38,19.00%,9.00%,10.70%,3.20%,"3,640","3,311",9%,"$210,900 ","$698,289,900 "
University,Hillsborough,Suncoast,6,28.0769,-82.4333,"50,893","53,812",3,1.80%,"8,501","$30,945 ","$701,863,545 ",27,14.00%,6.00%,27.20%,6.60%,"22,681","20,102",11%,"$114,900 ","$2,309,719,800 "
University,Orange,Central Florida,9,28.5895,-81.2001,"45,284","49,544",3,3.00%,"5,466","$55,936 ","$502,417,152 ",21,21.00%,15.00%,11.30%,7.10%,"8,982","7,515",16%,"$215,300 ","$1,617,979,500 "
Upper Grand Lagoon,Bay,Florida Panhandle,8,30.1756,-85.753,"15,778","16,324",4,1.10%,"2,017","$61,740 ","$564,550,560 ",40,26.00%,10.00%,6.50%,3.60%,"9,144","7,475",18%,"$267,100 ","$1,996,572,500 "
Valparaiso,Okaloosa,Florida Panhandle,12,30.4899,-86.5147,"4,752","4,668",4,-0.60%,394,"$69,750 ","$132,664,500 ",28,22.00%,7.00%,4.70%,0.60%,"1,902","1,603",16%,"$285,900 ","$458,297,700 "
Valrico,Hillsborough,Suncoast,14,27.9191,-82.2313,"37,895","38,600",3,0.60%,"2,795","$84,986 ","$1,264,336,722 ",44,24.00%,12.00%,6.30%,3.90%,"14,877","14,158",5%,"$270,300 ","$3,826,907,400 "
Vamo ,Sarasota,Suncoast,1,,,,"2,437",4,,"3,128","$62,833 ","$126,168,664 ",72,31%,27%,22.50%,3.60%,"2,008","1,292",36%,"$279,200 ","$360,726,400 "
Venice,Sarasota,Suncoast,15,27.117,-82.4153,"25,463","26,879",3,1.80%,"1,783","$65,478 ","$1,243,754,610 ",69,22.00%,20.00%,2.90%,3.70%,"18,995","13,385",30%,"$290,600 ","$3,889,681,000 "
Venice Gardens ,Sarasota,Suncoast,1,,,,"3,423",4,,"3,703","$56,436 ","$96,674,868 ",51,22%,8%,3.70%,3.00%,"1,713","1,398",18%,"$219,700 ","$307,140,600 "
Vero Beach,Indian River,Southeast Florida,11,27.6472,-80.3931,"16,354","16,693",4,0.70%,"1,458","$54,311 ","$579,987,169 ",53,24.00%,16.00%,10.20%,4.00%,"10,679","7,608",29%,"$287,500 ","$2,187,300,000 "
Vero Beach South,Indian River,Southeast Florida,10,27.62,-80.4115,"28,020","29,499",3,1.70%,"2,879","$63,847 ","$874,767,747 ",49,18.00%,9.00%,5.60%,4.90%,"13,701","11,334",17%,"$241,100 ","$2,732,627,400 "
Vero Lake Estates,Indian River,Southeast Florida,3,,,,"7,194",4,,"2,116","$60,448 ","$151,482,688 ",44,12.00%,6.00%,7.90%,4.80%,"2,506","2,119",15%,"$218,700 ","$463,425,300 "
Verona Walk ,Collier,Suncoast,1,,,,"2,688",4,,"2,136","$84,118 ","$159,571,846 ",70,25%,17%,0.30%,6.60%,"1,897","1,386",27%,"$399,300 ","$553,429,800 "
Viera East,Brevard,Northeast Florida,5,28.2622,-80.7146,"11,687","11,966",4,0.80%,"2,404","$82,308 ","$466,027,896 ",44,27.00%,18.00%,1.90%,4.90%,"5,662","4,800",15%,"$286,000 ","$1,372,800,000 "
Viera West,Brevard,Northeast Florida,9,28.245,-80.7338,"16,688","19,703",4,5.40%,"2,206","$75,112 ","$487,627,104 ",46,27.00%,21.00%,1.50%,2.50%,"6,492","6,038",7%,"$403,900 ","$2,438,748,200 "
Vilano Beach ,St. Johns,Northeast Florida,2,,,,"2,351",4,,"1,326","$103,417 ","$171,361,969 ",57,32%,15%,3.10%,3.30%,"1,657","1,109",33%,"$454,600 ","$504,151,400 "
Villas,Lee,Suncoast,5,26.5505,-81.8678,"12,687","13,023",4,0.90%,"2,811","$55,022 ","$463,780,438 ",53,17.00%,11.00%,2.90%,3.00%,"8,429","6,402",24%,"$191,200 ","$1,224,062,400 "
Vineyards ,Collier,Suncoast,2,,,,"3,518",4,,"1,799","$108,750 ","$289,492,500 ",69,30%,29%,6.50%,1.90%,"2,662","1,844",31%,"$471,900 ","$870,183,600 "
Virginia Gardens village,Miami-Dade,South Florida,0,,,,"2,229",4,,"7,596","$64,286 ","$53,743,096 ",43,22%,14%,8.00%,4.80%,836,740,11%,"$366,800 ","$271,432,000 "
Wabasso Beach ,Indian River,Southeast Florida,1,,,,"2,142",4,,"1,769","$118,732 ","$194,245,552 ",72,20%,28%,35.20%,0.00%,"1,636",966,41%,"$486,200 ","$469,669,200 "
Wahneta ,Polk,Central Florida,2,,,,"3,943",4,,"1,735","$40,634 ","$53,840,050 ",32,3%,0%,1.60%,2.20%,"1,325","1,143",14%,"$75,600 ","$86,410,800 "
Wallace,Santa Rosa,Florida Panhandle,12,30.6735,-87.1962,"3,868","4,492",4,4.90%,382,,$0 ,,,,,,,,#DIV/0!,,$0 
Warm Mineral Springs,Sarasota,Suncoast,2,27.0469,-82.2704,"5,442","5,556",4,0.70%,"2,432","$47,690 ","$196,292,040 ",72,10.00%,8.00%,5.80%,3.50%,"4,116","2,775",33%,"$142,300 ","$394,882,500 "
Warrington,Escambia,Florida Panhandle,7,30.3824,-87.294,"15,218","15,425",4,0.40%,"2,225","$44,216 ","$363,588,168 ",43,19.00%,6.00%,17.50%,7.70%,"8,223","6,951",15%,"$126,400 ","$878,606,400 "
Water ,Columbia,Northeast Florida,2,,,,"2,525",4,,"1,018","$34,531 ","$54,144,608 ",48,3%,5%,16.00%,29.60%,"1,568","1,326",15%,"$108,400 ","$143,738,400 "
Watergate ,Palm Beach,Southeast Florida,0,,,,"3,797",4,,"9,132","$65,592 ","$84,482,496 ",48,8%,2%,5.20%,11.80%,"1,288","1,236",4%,"$164,200 ","$202,951,200 "
Wauchula,Hardee,Central Florida,3,27.5469,-81.8101,"4,900","4,870",4,-0.20%,"1,491","$31,212 ","$66,949,740 ",36,6.00%,1.00%,26.80%,3.40%,"2,145","1,905",11%,"$90,500 ","$172,402,500 "
Wedgefield,Orange,Central Florida,23,28.486,-81.0818,"8,017","8,410",4,1.60%,360,"$99,681 ","$260,267,091 ",47,21.00%,12.00%,3.50%,2.80%,"2,611","2,461",6%,"$297,900 ","$733,131,900 "
Wekiwa Springs,Seminole,Central Florida,9,28.6996,-81.4248,"23,428","23,857",4,0.60%,"2,763","$97,156 ","$945,230,724 ",46,34.00%,19.00%,3.50%,4.60%,"9,729","9,323",4%,"$339,500 ","$3,165,158,500 "
Wellington,Palm Beach,Southeast Florida,45,26.649,-80.2672,"61,637","63,176",3,0.80%,"1,405","$98,163 ","$2,335,199,607 ",41,27.00%,18.00%,4.90%,4.70%,"23,789","20,805",13%,"$433,100 ","$9,010,645,500 "
Wesley Chapel,Pasco,Suncoast,44,28.2052,-82.3171,"64,866","71,097",3,3.00%,"1,619","$93,617 ","$2,194,101,629 ",37,27.00%,18.00%,5.50%,4.50%,"23,437","21,946",6%,"$257,500 ","$5,651,095,000 "
West Bradenton,Manatee,Suncoast,1,27.501,-82.6142,"4,247","4,265",4,0.10%,"3,291","$81,053 ","$141,599,591 ",45,20.00%,14.00%,6.10%,4.50%,"1,747","1,492",15%,"$292,700 ","$436,708,400 "
West DeLand ,Volusia,Northeast Florida,2,,,,"3,403",4,,"1,583","$64,375 ","$88,000,625 ",39,15%,5%,2.40%,3.70%,"1,367","1,254",8%,"$158,000 ","$198,132,000 "
West Lealman,Pinellas,Suncoast,3,27.8199,-82.7389,"16,438","16,675",4,0.50%,"5,300","$42,405 ","$389,701,950 ",55,14.00%,6.00%,8.50%,5.00%,"9,190","6,591",28%,"$129,800 ","$855,511,800 "
West Little River,Miami-Dade,South Florida,5,25.8569,-80.237,"34,128","33,957",3,-0.20%,"7,404","$41,609 ","$462,775,298 ",42,11.00%,5.00%,17.90%,8.20%,"11,122","10,549",5%,"$191,200 ","$2,016,968,800 "
West Melbourne,Brevard,Northeast Florida,11,28.0912,-80.6775,"25,924","28,195",3,2.80%,"2,660","$76,848 ","$814,973,040 ",42,23.00%,16.00%,1.00%,3.40%,"10,605","9,837",7%,"$256,800 ","$2,526,141,600 "
West Miami,Miami-Dade,South Florida,1,25.7578,-80.2969,"7,233","7,614",4,1.70%,"10,739","$59,436 ","$170,224,704 ",41,23.00%,12.00%,10.30%,3.10%,"2,864","2,651",7%,"$363,700 ","$964,168,700 "
West Palm Beach,Palm Beach,Southeast Florida,54,26.7451,-80.127,"117,415","122,665",2,1.40%,"2,280","$56,549 ","$3,296,806,700 ",40,22.00%,14.00%,12.40%,6.80%,"58,300","48,002",18%,"$275,700 ","$13,234,151,400 "
West Park,Broward,Southeast Florida,2,25.9787,-80.181,"15,130","15,421",4,0.60%,"7,016","$52,102 ","$255,039,290 ",35,8.00%,4.00%,18.30%,9.60%,"4,895","4,561",7%,"$251,300 ","$1,146,179,300 "
West Pensacola,Escambia,Florida Panhandle,7,30.4267,-87.2681,"21,019","20,923",4,-0.20%,"2,917","$35,910 ","$374,864,490 ",37,7.00%,4.00%,18.70%,8.70%,"10,439","8,717",16%,"$76,100 ","$663,363,700 "
West Perrine,Miami-Dade,South Florida,2,25.6061,-80.3639,"10,602","10,944",4,1.10%,"6,257","$49,260 ","$166,942,140 ",32,12.00%,5.00%,19.80%,9.60%,"3,389","2,967",12%,"$258,900 ","$768,156,300 "
West Samoset,Manatee,Suncoast,1,27.4703,-82.5552,"6,482","6,752",4,1.40%,"5,054","$44,306 ","$109,834,574 ",33,2.00%,3.00%,16.50%,8.80%,"2,479","2,065",17%,"$122,200 ","$252,343,000 "
West Vero Corridor,Indian River,Southeast Florida,5,27.6362,-80.4905,"10,039","10,909",4,2.70%,"2,243","$51,998 ","$349,946,540 ",63,17.00%,12.00%,4.20%,6.40%,"6,730","4,893",27%,"$110,100 ","$538,719,300 "
Westchase,Hillsborough,Suncoast,10,28.0634,-82.5997,"25,952","27,212",3,1.60%,"2,737","$103,521 ","$1,048,357,167 ",40,37.00%,22.00%,5.50%,2.70%,"10,127","9,457",7%,"$380,100 ","$3,594,605,700 "
Westchester,Miami-Dade,South Florida,4,25.747,-80.3367,"56,384","64,340",3,4.30%,"16,239","$66,376 ","$1,195,498,136 ",46,19.00%,9.00%,6.40%,4.70%,"18,011","17,289",4%,"$369,100 ","$6,381,369,900 "
Westgate,Palm Beach,Southeast Florida,2,26.6994,-80.0988,"8,435","8,573",4,0.50%,"5,644","$41,069 ","$99,181,635 ",30,5.00%,0.00%,24.40%,9.50%,"2,415","2,277",6%,"$184,500 ","$420,106,500 "
Weston,Broward,Southeast Florida,25,26.1004,-80.4021,"68,107","68,938",3,0.40%,"2,803","$122,929 ","$2,884,160,198 ",41,36.00%,29.00%,5.30%,4.40%,"23,462","20,980",11%,"$528,800 ","$11,094,224,000 "
Westview,Miami-Dade,South Florida,3,25.8823,-80.242,"9,923","10,004",4,0.30%,"3,306","$44,037 ","$165,623,157 ",40,12.00%,4.00%,18.80%,3.10%,"3,761","3,576",5%,"$235,400 ","$841,790,400 "
Westwood Lakes,Miami-Dade,South Florida,2,25.7247,-80.3693,"11,373","11,235",4,-0.40%,"6,776","$74,849 ","$249,696,264 ",46,22.00%,5.00%,7.00%,6.30%,"3,336","3,208",4%,"$372,000 ","$1,193,376,000 "
Wewahitchka ,Gulf,Florida Panhandle,7,,,,"1,791",4,,268,"$42,375 ","$43,010,625 ",37,13%,6%,0.00%,3.10%,"1,015",746,27%,"$152,200 ","$113,541,200 "
Whiskey Creek,Lee,Suncoast,2,26.5711,-81.8886,"4,842","4,899",4,0.40%,"3,171","$85,417 ","$238,911,349 ",53,17.00%,19.00%,9.50%,4.10%,"2,797","2,303",18%,"$279,700 ","$644,149,100 "
White City,St. Lucie,Southeast Florida,5,,,,"4,871",4,,965,"$79,464 ","$140,253,960 ",53,7.00%,6.00%,0.00%,3.40%,"1,765","1,728",2%,"$244,300 ","$422,150,400 "
Whitfield,Manatee,Suncoast,1,,,,"4,315",4,,"3,105","$91,809 ","$167,000,571 ",41,21.00%,17.00%,7.00%,4.30%,"1,819","1,649",9%,"$285,300 ","$470,459,700 "
Wildwood,Sumter,Central Florida,42,28.8058,-82.0137,"15,730","18,436",4,5.10%,443,"$59,158 ","$533,013,580 ",59,18.00%,10.00%,17.80%,9.70%,"9,010","7,347",18%,"$300,100 ","$2,204,834,700 "
Williamsburg,Orange,Central Florida,4,28.4013,-81.4478,"7,908","7,986",4,0.30%,"2,250","$80,819 ","$388,012,019 ",43,25.00%,10.00%,5.50%,3.60%,"4,801","3,180",34%,"$238,300 ","$757,794,000 "
Williston ,Levy,Northeast Florida,7,,,,"2,946",4,,432,"$51,761 ","$55,384,270 ",35,9%,4%,8.50%,3.50%,"1,070","1,038",3%,"$178,400 ","$185,179,200 "
Williston Highlands ,Levy,Northeast Florida,11,,,,"3,070",4,,271,"$62,190 ","$79,478,820 ",36,12%,1%,3.60%,0.00%,"1,278","1,142",11%,"$120,800 ","$137,953,600 "
Willow Oak,Polk,Central Florida,3,27.9219,-82.0242,"6,806","6,827",4,0.10%,"2,189","$43,391 ","$95,980,892 ",27,10.00%,2.00%,27.60%,3.30%,"2,212","1,992",10%,"$119,800 ","$238,641,600 "
Wilton Manors,Broward,Southeast Florida,2,26.1593,-80.1394,"11,426","11,363",4,-0.20%,"5,768","$81,250 ","$637,406,250 ",54,26.00%,23.00%,0.30%,2.00%,"7,845","6,733",14%,"$425,000 ","$2,861,525,000 "
Wimauma,Hillsborough,Suncoast,25,27.6749,-82.3132,"9,467","10,394",4,3.10%,415,"$46,296 ","$133,286,184 ",27,4.00%,5.00%,25.20%,3.70%,"2,879","2,710",6%,"$256,600 ","$695,386,000 "
Windermere ,Orange,Central Florida,2,,,,"3,046",4,,"1,576","$131,392 ","$176,985,024 ",53,39%,28%,8.00%,3.80%,"1,347","1,231",9%,"$691,300 ","$850,990,300 "
Winter Beach ,Indian River,Southeast Florida,7,,,,"3,543",4,,515,"$83,173 ","$112,616,242 ",57,16%,15%,0.00%,11.40%,"1,354","1,121",17%,"$333,700 ","$374,077,700 "
Winter Garden,Orange,Central Florida,16,28.5412,-81.5912,"46,964","50,684",3,2.50%,"3,119","$90,157 ","$1,486,779,087 ",39,25.00%,15.00%,7.70%,6.90%,"16,491","14,792",10%,"$349,700 ","$5,172,762,400 "
Winter Haven,Polk,Central Florida,32,27.9706,-81.7138,"49,219","53,821",3,2.90%,"1,669","$50,842 ","$1,090,611,742 ",41,13.00%,6.00%,14.30%,3.90%,"21,451","18,092",16%,"$182,700 ","$3,305,408,400 "
Winter Park,Orange,Central Florida,9,28.5966,-81.3457,"29,795","30,377",3,0.60%,"3,474","$88,688 ","$1,240,390,368 ",45,32.00%,29.00%,5.30%,3.60%,"13,986","12,462",11%,"$492,100 ","$6,132,550,200 "
Winter Springs,Seminole,Central Florida,15,28.6881,-81.27,"38,342","39,860",3,1.30%,"2,683","$78,969 ","$1,290,748,305 ",43,33.00%,17.00%,6.60%,3.70%,"16,345","15,623",4%,"$277,400 ","$4,333,820,200 "
Woodlawn Beach ,Santa Rosa,Florida Panhandle,2,,,,"3,360",4,,"1,416","$103,953 ","$131,292,639 ",36,36%,8%,2.50%,3.30%,"1,263","1,228",3%,"$334,800 ","$411,134,400 "
Woodville,Leon,Florida Panhandle,6,30.3151,-84.2688,"4,097","4,433",4,2.60%,688,"$48,922 ","$78,470,888 ",39,16.00%,5.00%,24.90%,12.60%,"1,604","1,384",14%,"$132,700 ","$183,656,800 "
World Golf Village,St. Johns,Northeast Florida,27,29.9732,-81.4856,"22,117","25,060",3,4.10%,934,"$96,833 ","$770,500,181 ",41,33.00%,17.00%,2.30%,4.10%,"7,957","7,025",12%,"$313,000 ","$2,198,825,000 "
Wright,Okaloosa,Florida Panhandle,5,30.4441,-86.642,"26,277","27,222",3,1.20%,"4,954","$55,055 ","$635,169,535 ",36,17.00%,7.00%,14.40%,3.90%,"11,537","10,872",6%,"$188,200 ","$2,046,110,400 "
Yalaha ,Lake,Central Florida,6,,,,"1,546",4,,273,"$87,356 ","$81,939,928 ",67,19%,12%,22.40%,0.00%,938,678,28%,"$252,500 ","$171,195,000 "
Yulee,Nassau,Northeast Florida,23,30.6347,-81.5631,"14,195","15,005",4,1.80%,648,"$72,944 ","$409,069,952 ",37,13.00%,7.00%,14.70%,3.20%,"5,608","5,186",8%,"$217,900 ","$1,130,029,400 "
Zellwood ,Orange,Central Florida,4,,,,"2,609",4,,694,"$50,898 ","$79,604,472 ",65,10%,3%,5.30%,1.40%,"1,564","1,251",20%,"$124,300 ","$155,499,300 "
Zephyrhills,Pasco,Suncoast,9,28.2407,-82.179,"17,194","18,367",4,2.20%,"1,937","$42,023 ","$390,225,578 ",51,11.00%,5.00%,12.30%,4.00%,"9,286","7,554",19%,"$124,900 ","$943,494,600 "
Zephyrhills North ,Pasco,Suncoast,1,,,,"3,570",4,,"3,598","$34,838 ","$72,672,068 ",56,4%,3%,9.10%,11.50%,"2,086","1,529",27%,"$64,800 ","$99,079,200 "
Zephyrhills South,Pasco,Suncoast,2,28.2152,-82.1887,"4,985","4,898",4,-0.60%,"2,504","$36,290 ","$149,877,700 ",60,3.00%,3.00%,21.60%,5.80%,"4,130","2,498",40%,"$29,600 ","$73,940,800 "
Zephyrhills West,Pasco,Suncoast,3,28.2311,-82.2051,"5,533","5,434",4,-0.60%,"2,051","$37,649 ","$162,643,680 ",66,11.00%,4.00%,13.00%,3.60%,"4,320","2,977",31%,"$75,000 ","$223,275,000 "
Zolfo Springs ,Hardee,Central Florida,2,,,,"1,795",4,,"1,032","$46,563 ","$28,775,934 ",27,2%,2%,11.60%,2.40%,618,503,19%,"$73,900 ","$37,171,700 "
